"id","content","image_url","lesson_id","category_id","category_name","answers","count"
2834,"عبارة تتوافق مع توقف تحرير النواقل العصبية المثبطة من العصية في شبكية العين:","",17,1,"أسئلة ربط مؤتمتة","[{""content"" : ""استقطاب غشاء القطعة الخارجية (-40 mV)"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2834, ""image_url"" : """"}, {""content"" : ""دخول شوارد ⁺Na إلى القطعة الخارجية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2834, ""image_url"" : """"}, {""content"" : ""نشاط أنظيم فوسفو دي استيراز"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2834, ""image_url"" : """"}, {""content"" : ""ارتباط مركب cGMP بقنوات الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2834, ""image_url"" : """"}]","4"
14550,"لديك الشكل التالي،
أي من الأرقام يشير إلى باحة مسؤولة عن الإدراك اللغوي:","/public/images/app/seen-image-1729456315788-183519350",7,1,"أسئلة ربط مؤتمتة","[{""content"" : ""5"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14550, ""image_url"" : """"}, {""content"" : ""3"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14550, ""image_url"" : """"}, {""content"" : ""6"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14550, ""image_url"" : """"}, {""content"" : ""11"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14550, ""image_url"" : """"}]","4"
14549,"لديك الشكل التالي،
أي من الأرقام يشير إلى بنية تفتح حسب ارتباط مستقبلاتها بالناقل:","/public/images/app/seen-image-1729456312229-748157101",6,1,"أسئلة ربط مؤتمتة","[{""content"" : ""9"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14549, ""image_url"" : """"}, {""content"" : ""8"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14549, ""image_url"" : """"}, {""content"" : ""3"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14549, ""image_url"" : """"}, {""content"" : ""7"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14549, ""image_url"" : """"}]","4"
14548,"توجد قنوات التبويب الفولطية لشوارد الكالسيوم في البنية رقم:","/public/images/app/seen-image-1729456309353-147289010",6,1,"أسئلة ربط مؤتمتة","[{""content"" : ""6"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14548, ""image_url"" : """"}, {""content"" : ""2"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14548, ""image_url"" : """"}, {""content"" : ""8"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14548, ""image_url"" : """"}, {""content"" : ""3"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14548, ""image_url"" : """"}]","4"
14546,"لديك الشكل الآتي الذي يمثل الشوكة الكمونية (كمون العمل)، ما القنوات الشاردية التي تغلق في (ص)؟","/public/images/app/seen-image-1729456303150-124100867",5,1,"أسئلة ربط مؤتمتة","[{""content"" : ""قنوات التبويب الفولطية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14546, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد البوتاسيوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14546, ""image_url"" : """"}, {""content"" : ""قنوات التسرب البروتينية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14546, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد الكالسيوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14546, ""image_url"" : """"}]","4"
14545,"لديك الشكل الآتي الذي يمثل الشوكة الكمونية (كمون العمل)، ما القنوات الشاردية التي تفتح في (ص)؟","/public/images/app/seen-image-1729456300234-415886276",5,1,"أسئلة ربط مؤتمتة","[{""content"" : ""قنوات التبويب الفولطية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14545, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد الكالسيوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14545, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد البوتاسيوم"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14545, ""image_url"" : """"}, {""content"" : ""قنوات التسرب البروتينية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14545, ""image_url"" : """"}]","4"
14544,"لديك الشكل الآتي الذي يمثل الشوكة الكمونية (كمون العمل)، ما القنوات الشاردية التي تفتح في (س)؟","/public/images/app/seen-image-1729456297393-580098200",5,1,"أسئلة ربط مؤتمتة","[{""content"" : ""قنوات التبويب الفولطية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14544, ""image_url"" : """"}, {""content"" : ""قنوات التسرب البروتينية لشوارد الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14544, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد البوتاسيوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14544, ""image_url"" : """"}, {""content"" : ""قنوات التبويب الفولطية لشوارد الكالسيوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14544, ""image_url"" : """"}]","4"
14517,"لديك الشكل التالي،
أي من الأرقام التالية تشير إلى بنيتان تقسمان المادة البيضاء إلى قسمين متناظرين:
","/public/images/app/seen-image-1729456230295-257311619",1,1,"أسئلة ربط مؤتمتة","[{""content"" : ""1+8"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14517, ""image_url"" : """"}, {""content"" : ""5+10"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14517, ""image_url"" : """"}, {""content"" : ""2+8"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14517, ""image_url"" : """"}, {""content"" : ""4+11"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14517, ""image_url"" : """"}]","4"
14516,"لديك الشكل التالي،
أي من الخيارات التالية ينطبق على البنية رقم 1:
","/public/images/app/seen-image-1729456227823-458639910",1,1,"أسئلة ربط مؤتمتة","[{""content"" : ""ضيق وعميق"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 14516, ""image_url"" : """"}, {""content"" : ""عريض وعميق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14516, ""image_url"" : """"}, {""content"" : ""عريض وقليل العمق"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14516, ""image_url"" : """"}, {""content"" : ""ضيق وقصير"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 14516, ""image_url"" : """"}]","4"
2296,"يؤدي ارتباط الناقل الكيميائي الأستيل كولين مع مستقبلاته في الغشاء بعد المشبكي غالباً إلى:","",6,1,"أسئلة ربط مؤتمتة","[{""content"" : ""خروج شوارد الكلور"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2296, ""image_url"" : """"}, {""content"" : ""خروج شوارد الصوديوم"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2296, ""image_url"" : """"}, {""content"" : ""دخول شوارد الصوديوم"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2296, ""image_url"" : """"}, {""content"" : ""دخول شوارد الكلور"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2296, ""image_url"" : """"}]","4"
2670,"السيالة العصبية الناتجة عن تنبيه أحد هذه المستقبلات تعبر المسلك الحسي الذي يتصالب في النخاع الشوكي:","",13,1,"أسئلة ربط مؤتمتة","[{""content"" : ""جسيمات مايسنر"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2670, ""image_url"" : """"}, {""content"" : ""A+B"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2670, ""image_url"" : """"}, {""content"" : ""النهايات العصبية الحرة"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2670, ""image_url"" : """"}, {""content"" : ""جسيمات باشيني"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2670, ""image_url"" : """"}]","4"
3284,"عند زراعة نواة إحدى خلايا جنين فأر (A) مكان نواة بويضة (B) غير ملقحة في رحم أم ثالثة (C)، فإنها تنمو وتعطي فرداً جديداً، إلى أي الفئران الآتية ينتمي هذا الجنين وراثياً؟","",24,1,"أسئلة ربط مؤتمتة","[{""content"" : ""(B)"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3284, ""image_url"" : """"}, {""content"" : ""(A و B)"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3284, ""image_url"" : """"}, {""content"" : ""(B و C)"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3284, ""image_url"" : """"}, {""content"" : ""(A)"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3284, ""image_url"" : """"}]","4"
2671,"السيالة العصبية الناتجة عن تنبيه أحد هذه المستقبلات تعبر المسلك الحسي الذي يتصالب في النخاع الشوكي:","",13,1,"أسئلة ربط مؤتمتة","[{""content"" : ""كل ما سبق صحيح"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2671, ""image_url"" : """"}, {""content"" : ""جسيمات كراوس"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2671, ""image_url"" : """"}, {""content"" : ""جسيمات باشيني"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2671, ""image_url"" : """"}, {""content"" : ""جسيمات مايسنر"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2671, ""image_url"" : """"}]","4"
2672,"السيالة العصبية الناتجة عن تنبيه أحد هذه المستقبلات تعبر المسلك الحسي الذي يتصالب في البصلة السيسائية:","",13,1,"أسئلة ربط مؤتمتة","[{""content"" : ""النهايات العصبية الحرة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2672, ""image_url"" : """"}, {""content"" : ""A+B"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2672, ""image_url"" : """"}, {""content"" : ""جسيمات كراوس"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2672, ""image_url"" : """"}, {""content"" : ""جسيمات مايسنر"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2672, ""image_url"" : """"}]","4"
2673,"السيالة العصبية الناتجة عن تنبيه أحد هذه المستقبلات تعبر المسلك الحسي الذي يتصالب في البصلة السيسائية:","",13,1,"أسئلة ربط مؤتمتة","[{""content"" : ""جسيمات باشيني"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2673, ""image_url"" : """"}, {""content"" : ""كل ما سبق خاطئ"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2673, ""image_url"" : """"}, {""content"" : ""النهايات العصبية الحرة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2673, ""image_url"" : """"}, {""content"" : ""جسيمات كراوس"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2673, ""image_url"" : """"}]","4"
35139,"لديك في الشكل التالي منحني عتبات التنبيه لعصب محيطي، ما قيمة الريوباز لهذا العصب:","/public/images/app/seen-image-1749394515431-538954605.jpg",4,1,"أسئلة ربط مؤتمتة","[{""content"" : ""1"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35139, ""image_url"" : """"}, {""content"" : ""2.6"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35139, ""image_url"" : """"}, {""content"" : ""0.3"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35139, ""image_url"" : """"}, {""content"" : ""15"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 35139, ""image_url"" : """"}]","4"
2056,"إحدى خلايا الدبق العصبي الآتية تقوم بتشكيل غمد النخاعين حول محاوير الخلايا العصبية في المادة البيضاء:","",2,1,"أسئلة ربط مؤتمتة","[{""content"" : ""قليلة الاستطالات"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2056, ""image_url"" : """"}, {""content"" : ""النجمية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2056, ""image_url"" : """"}, {""content"" : ""البطانة العصبية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2056, ""image_url"" : """"}, {""content"" : ""الصغيرة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2056, ""image_url"" : """"}]","4"
35120,"الألياف العصبية الموجودة في حبال النخاع الشوكي مُحاطة بـ:","",2,1,"أسئلة ربط مؤتمتة","[{""content"" : ""غمد النخاعين فقط"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 35120, ""image_url"" : """"}, {""content"" : ""غمد النخاعين وشوان"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35120, ""image_url"" : """"}, {""content"" : ""عارية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35120, ""image_url"" : """"}, {""content"" : ""غمد شوان فقط"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35120, ""image_url"" : """"}]","4"
2389,"تنبيه نقطة محددة من الباحة المحركة الأولية يؤدي إلى:","",7,1,"أسئلة ربط مؤتمتة","[{""content"" : ""تحريك عضلة واحدة في الجهة المعاكسة"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2389, ""image_url"" : """"}, {""content"" : ""حركات هادفة ومتناسقة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2389, ""image_url"" : """"}, {""content"" : ""تحريك عضلة واحدة في كلتا الجهتين معاً"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2389, ""image_url"" : """"}, {""content"" : ""تحريك عضلة واحدة لنفس الجهة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2389, ""image_url"" : """"}]","4"
35143,"لديك في الشكل التالي منحني عتبات التنبيه لعصب محيطي، أحد المنبهات التالية لن يكون فعالاً:","/public/images/app/seen-image-1749394524898-715897960.jpg",4,1,"أسئلة ربط مؤتمتة","[{""content"" : ""منبه شدته: 20 وزمنه: 2.8"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35143, ""image_url"" : """"}, {""content"" : ""منبه شدته: 35 وزمنه: 0.1"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 35143, ""image_url"" : """"}, {""content"" : ""منبه شدته: 16 وزمنه: 3"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35143, ""image_url"" : """"}, {""content"" : ""منبه شدته: 33 وزمنه: 1.2"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35143, ""image_url"" : """"}]","4"
35142,"لديك في الشكل التالي منحني عتبات التنبيه لعصب محيطي، ما قيمة زمن الاستنفاد لهذا العصب:","/public/images/app/seen-image-1749394522705-444298539.jpg",4,1,"أسئلة ربط مؤتمتة","[{""content"" : ""0.3"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 35142, ""image_url"" : """"}, {""content"" : ""2.6"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35142, ""image_url"" : """"}, {""content"" : ""30"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35142, ""image_url"" : """"}, {""content"" : ""1"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 35142, ""image_url"" : """"}]","4"
3953,"مرض جنسي من أعراضه نُدب في الأعضاء التناسلية، العامل المسبب له:","",36,1,"أسئلة ربط مؤتمتة","[{""content"" : ""فيروس الإيدز"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3953, ""image_url"" : """"}, {""content"" : ""فطر خميرة Candida"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3953, ""image_url"" : """"}, {""content"" : ""جراثيم المكوّرات البنيّة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3953, ""image_url"" : """"}, {""content"" : ""جراثيم اللولبية الشاحبة"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3953, ""image_url"" : """"}]","4"
3952,"مرض جنسي من أعراضه صعوبة وألم في أثناء التبوّل مع قيح، العامل المسبب له هو:","",36,1,"أسئلة ربط مؤتمتة","[{""content"" : ""فطر خميرة Candida"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3952, ""image_url"" : """"}, {""content"" : ""جراثيم اللولبية الشاحبة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3952, ""image_url"" : """"}, {""content"" : ""جراثيم المكوّرات البنيّة"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3952, ""image_url"" : """"}, {""content"" : ""فيروس الإيدز"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3952, ""image_url"" : """"}]","4"
3948,"أنجبت أسرة 3 توائم، أي من الحالات التالية تحمل إمكانية أن يكون التوائم الثلاثة من بيضة ملقحة واحدة:","",36,1,"أسئلة ربط مؤتمتة","[{""content"" : ""A+B"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3948, ""image_url"" : """"}, {""content"" : ""2 إناث وواحد ذكر"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3948, ""image_url"" : """"}, {""content"" : ""3 ذكور"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3948, ""image_url"" : """"}, {""content"" : ""2 ذكور وواحدة أنثى"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3948, ""image_url"" : """"}]","4"
3297,"تُعدّ مثالاً عن الخلايا الجذعية محدودة الإمكانات:","",24,1,"أسئلة ربط مؤتمتة","[{""content"" : ""التويتة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3297, ""image_url"" : """"}, {""content"" : ""الخلايا القاعدية في البطانة الشمية"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3297, ""image_url"" : """"}, {""content"" : ""الكتلة الخلوية الداخلية للكيسة الأرومية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3297, ""image_url"" : """"}, {""content"" : ""المشيماء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3297, ""image_url"" : """"}]","4"
3298,"تُعدّ مثالاً عن الخلايا الجذعية محدودة الإمكانات:","",24,1,"أسئلة ربط مؤتمتة","[{""content"" : ""المشيماء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3298, ""image_url"" : """"}, {""content"" : ""الكتلة الخلوية الداخلية للكيسة الأرومية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3298, ""image_url"" : """"}, {""content"" : ""الخلايا القاعدية في البرعم الذوقي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 3298, ""image_url"" : """"}, {""content"" : ""التويتة"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 3298, ""image_url"" : """"}]","4"
2058,"خلايا الدبق قليلة الاستطالات تشكل غمد النخاعين في:","",2,1,"أسئلة ربط مؤتمتة","[{""content"" : ""المادة البيضاء"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2058, ""image_url"" : """"}, {""content"" : ""العصب الوركي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2058, ""image_url"" : """"}, {""content"" : ""المادة الرمادية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2058, ""image_url"" : """"}, {""content"" : ""العصب المجهول"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2058, ""image_url"" : """"}]","4"
2059,"خلايا شوان تشكل غمد النخاعين في:","",2,1,"أسئلة ربط مؤتمتة","[{""content"" : ""العصب الوركي"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2059, ""image_url"" : """"}, {""content"" : ""المادة البيضاء"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2059, ""image_url"" : """"}, {""content"" : ""العصب الشمي"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2059, ""image_url"" : """"}, {""content"" : ""المادة الرمادية"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2059, ""image_url"" : """"}]","4"
2991,"أحد هذه الهرمونات يقع مستقبله النوعي في الغشاء الخلوي للخلية الهدف:","",19,1,"أسئلة ربط مؤتمتة","[{""content"" : ""الكورتيزول"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2991, ""image_url"" : """"}, {""content"" : ""الألدوسترون"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2991, ""image_url"" : """"}, {""content"" : ""T4"", ""notes"" : """", ""is_correct"" : false, ""question_id"" : 2991, ""image_url"" : """"}, {""content"" : ""الأنسولين"", ""notes"" : """", ""is_correct"" : true, ""question_id"" : 2991, ""image_url"" : """"}]","4"
